avg_run_time,planner,start_pose,target_pose,avg_runs,params
0.369019667308,RRTConnectkConfigDefault,resting,backbend,3,"{'longest_valid_segment_fraction': 0.005, 'border_fraction': 0.5, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.0, 'failed_expansion_score_factor': 0.5, 'min_valid_path_fraction': 0.5}"
0.369019667308,RRTConnectkConfigDefault,resting,backbend,3,{'default': 1.0}
