"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " x1='2.5', x2='7.5'","NaN"
"0.5701968209999998"," 24.129964","0.566","1","0.47060797200000004", " x1='2.5', x2='7.5'","NaN"
"0.8320611259999999"," 10.506681","1.068","2","0.6323606069999999", " x1='1.6808768621513908', x2='2.4401710727323027'","24.129964"
"1.274524477"," 9.367661","1.434","6","0.6748461049999999", " x1='9.623702192673079', x2='5.611085635891073'","24.129964"
"2.110408243"," 0.971436","2.316","13","0.81074983", " x1='9.771418789555621', x2='2.733846272217993'","45.45142764999999"
"4.464181934000002"," 0.946011","4.756","34","1.0644045119999996", " x1='-2.802654282547766', x2='11.518206765464441'","35.597712333333334"
"7.573188469999994"," 0.731499","8.384","62","1.3739698919999999", " x1='-3.363260312814255', x2='13.12818324558293'","8.805172570833331"
"11.793027309999982"," 0.731499","13.699","62","1.7932996979999998", " x1='-3.363260312814255', x2='13.12818324558293'","14.46747028769841"
