Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
47,47,1,29.721699,0,1.7976931348623157E308,-1,0.0,0.0,1,29.721699,5,0.0,SAT,,0.082,
48,48,1,1.484072,0,1.7976931348623157E308,-1,0.0,0.0,1,1.484072,5,0.0,SAT,,0.028,
49,49,1,54.665932,0,1.7976931348623157E308,-1,0.0,0.0,1,54.665932,5,0.0,SAT,,0.042,
50,50,1,2.305665,0,1.7976931348623157E308,-1,0.0,0.0,1,2.305665,5,0.0,SAT,,0.027,
51,51,1,102.742051,0,1.7976931348623157E308,-1,0.0,0.0,1,102.742051,5,0.0,SAT,,0.057,
52,52,1,13.80863,0,1.7976931348623157E308,-1,0.0,0.0,1,13.80863,5,0.0,SAT,,0.026,
53,53,1,102.741935,0,1.7976931348623157E308,-1,0.0,0.0,1,102.741935,5,0.0,SAT,,0.053,
54,54,1,13.468722,0,1.7976931348623157E308,-1,0.0,0.0,1,13.468722,5,0.0,SAT,,0.028,
55,55,1,6.938368,0,1.7976931348623157E308,-1,0.0,0.0,1,6.938368,6,0.0,SAT,,0.066,
56,56,1,92.194717,0,1.7976931348623157E308,-1,0.0,0.0,1,92.194717,6,0.0,SAT,,0.06,
57,57,1,7.578389,0,1.7976931348623157E308,-1,0.0,0.0,1,7.578389,6,0.0,SAT,,0.117,
58,58,1,43.566099,0,1.7976931348623157E308,-1,0.0,0.0,1,43.566099,6,0.0,SAT,,0.103,
59,59,1,12.066859,0,1.7976931348623157E308,-1,0.0,0.0,1,12.066859,6,0.0,SAT,,0.054,
60,60,1,27.685302,0,1.7976931348623157E308,-1,0.0,0.0,1,27.685302,6,0.0,SAT,,0.08,
61,61,1,1.978343,0,1.7976931348623157E308,-1,0.0,0.0,1,1.978343,6,0.0,SAT,,0.081,
62,62,1,31.70905,0,1.7976931348623157E308,-1,0.0,0.0,1,31.70905,6,0.0,SAT,,0.052,
63,63,1,2.243291,0,1.7976931348623157E308,-1,0.0,0.0,1,2.243291,6,0.0,SAT,,0.052,
64,64,1,59.351715,0,1.7976931348623157E308,-1,0.0,0.0,1,59.351715,6,0.0,SAT,,0.053,
65,65,1,3.84146,0,1.7976931348623157E308,-1,0.0,0.0,1,3.84146,6,0.0,SAT,,0.039,
66,66,1,4.715565,0,1.7976931348623157E308,-1,0.0,0.0,1,4.715565,7,0.0,SAT,,0.066,
67,67,1,33.853031,0,1.7976931348623157E308,-1,0.0,0.0,1,33.853031,7,0.0,SAT,,0.084,
68,68,1,9.062507,0,1.7976931348623157E308,-1,0.0,0.0,1,9.062507,7,0.0,SAT,,0.087,
69,69,1,22.005121,0,1.7976931348623157E308,-1,0.0,0.0,1,22.005121,7,0.0,SAT,,0.107,
70,70,1,5.335264,0,1.7976931348623157E308,-1,0.0,0.0,1,5.335264,7,0.0,SAT,,0.162,
71,71,1,0.85897,0,1.7976931348623157E308,-1,0.0,0.0,1,0.85897,7,0.0,SAT,,0.086,
72,72,1,10.500703,0,1.7976931348623157E308,-1,0.0,0.0,1,10.500703,7,0.0,SAT,,0.112,
73,73,1,44.283363,0,1.7976931348623157E308,-1,0.0,0.0,1,44.283363,7,0.0,SAT,,0.066,
74,74,1,12.46143,0,1.7976931348623157E308,-1,0.0,0.0,1,12.46143,7,0.0,SAT,,0.061,
75,75,1,9.390641,0,1.7976931348623157E308,-1,0.0,0.0,1,9.390641,7,0.0,SAT,,0.07,
76,76,1,11.163043,0,1.7976931348623157E308,-1,0.0,0.0,1,11.163043,7,0.0,SAT,,0.085,
77,77,1,3.502247,0,1.7976931348623157E308,-1,0.0,0.0,1,3.502247,8,0.0,SAT,,0.077,
78,78,1,2.824712,0,1.7976931348623157E308,-1,0.0,0.0,1,2.824712,8,0.0,SAT,,0.058,
79,79,1,5.703329,0,1.7976931348623157E308,-1,0.0,0.0,1,5.703329,8,0.0,SAT,,0.088,
80,80,1,155.225357,0,1.7976931348623157E308,-1,0.0,0.0,1,155.225357,8,0.0,SAT,,0.081,
81,81,1,4.057024,0,1.7976931348623157E308,-1,0.0,0.0,1,4.057024,8,0.0,SAT,,0.103,
82,82,1,1.699047,0,1.7976931348623157E308,-1,0.0,0.0,1,1.699047,8,0.0,SAT,,0.055,
83,83,1,3.816506,0,1.7976931348623157E308,-1,0.0,0.0,1,3.816506,8,0.0,SAT,,0.056,
84,84,1,172.377011,0,1.7976931348623157E308,-1,0.0,0.0,1,172.377011,8,0.0,SAT,,0.053,
85,85,1,3.539361,0,1.7976931348623157E308,-1,0.0,0.0,1,3.539361,8,0.0,SAT,,0.04,
86,86,1,9.806008,0,1.7976931348623157E308,-1,0.0,0.0,1,9.806008,8,0.0,SAT,,0.043,
87,87,1,4.649928,0,1.7976931348623157E308,-1,0.0,0.0,1,4.649928,8,0.0,SAT,,0.052,
88,88,1,10.885988,0,1.7976931348623157E308,-1,0.0,0.0,1,10.885988,9,0.0,SAT,,0.113,
89,89,1,102.025637,0,1.7976931348623157E308,-1,0.0,0.0,1,102.025637,9,0.0,SAT,,0.13,
90,90,1,6.434103,0,1.7976931348623157E308,-1,0.0,0.0,1,6.434103,9,0.0,SAT,,0.065,
91,91,1,3.339827,0,1.7976931348623157E308,-1,0.0,0.0,1,3.339827,9,0.0,SAT,,0.131,
92,92,1,5.151616,0,1.7976931348623157E308,-1,0.0,0.0,1,5.151616,9,0.0,SAT,,0.094,
93,93,1,104.546465,0,1.7976931348623157E308,-1,0.0,0.0,1,104.546465,9,0.0,SAT,,0.158,
94,94,1,4.966043,0,1.7976931348623157E308,-1,0.0,0.0,1,4.966043,9,0.0,SAT,,0.056,
95,95,1,11.002569,0,1.7976931348623157E308,-1,0.0,0.0,1,11.002569,9,0.0,SAT,,0.035,
96,96,1,5.442698,0,1.7976931348623157E308,-1,0.0,0.0,1,5.442698,9,0.0,SAT,,0.036,
97,97,1,111.762596,0,1.7976931348623157E308,-1,0.0,0.0,1,111.762596,9,0.0,SAT,,0.027,
98,98,1,8.503512,0,1.7976931348623157E308,-1,0.0,0.0,1,8.503512,9,0.0,SAT,,0.059,
99,99,1,6.225724,0,1.7976931348623157E308,-1,0.0,0.0,1,6.225724,10,0.0,SAT,,0.051,
100,100,1,19.844035,0,1.7976931348623157E308,-1,0.0,0.0,1,19.844035,10,0.0,SAT,,0.14,
