"Validation Configuration ID:1","Instance","OverallObjective","Run #1"
"","example_scenarios/spear/instances/test/qcplin2006.6215.cnf","0.00924801826477","0.00924801826477"
"","example_scenarios/spear/instances/test/qcplin2006.37487.cnf","0.0350248813629","0.0350248813629"
"","example_scenarios/spear/instances/test/qcplin2006.4455.cnf","0.0110628604889","0.0110628604889"
"","example_scenarios/spear/instances/test/qcplin2006.48775.cnf","0.0126359462738","0.0126359462738"
"","example_scenarios/spear/instances/test/qcplin2006.34621.cnf","0.00523686408997","0.00523686408997"
"","Overall Objective On Test Set","0.014641714096068001"
