"Problem Instance","Seed","Objective of validation config #1"
"example_scenarios/spear/instances/test/qcplin2006.6215.cnf","375162","0.00924801826477"
"example_scenarios/spear/instances/test/qcplin2006.37487.cnf","12096238","0.0350248813629"
"example_scenarios/spear/instances/test/qcplin2006.4455.cnf","8848577","0.0110628604889"
"example_scenarios/spear/instances/test/qcplin2006.48775.cnf","14449789","0.0126359462738"
"example_scenarios/spear/instances/test/qcplin2006.34621.cnf","2533094","0.00523686408997"
