Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
45,45,1,144.755686,0,1.7976931348623157E308,-1,0.0,0.0,1,144.755686,5,0.0,SAT,,0.119,
46,46,1,1.508359,0,1.7976931348623157E308,-1,0.0,0.0,1,1.508359,5,0.0,SAT,,0.164,
47,47,1,4.067304,0,1.7976931348623157E308,-1,0.0,0.0,1,4.067304,5,0.0,SAT,,0.083,
48,48,1,2.115309,0,1.7976931348623157E308,-1,0.0,0.0,1,2.115309,5,0.0,SAT,,0.057,
49,49,1,4.180268,0,1.7976931348623157E308,-1,0.0,0.0,1,4.180268,5,0.0,SAT,,0.055,
50,50,1,4.8973,0,1.7976931348623157E308,-1,0.0,0.0,1,4.8973,5,0.0,SAT,,0.041,
51,51,1,56.788548,0,1.7976931348623157E308,-1,0.0,0.0,1,56.788548,5,0.0,SAT,,0.131,
52,52,1,5.515557,0,1.7976931348623157E308,-1,0.0,0.0,1,5.515557,5,0.0,SAT,,0.08,
53,53,1,18.01181,0,1.7976931348623157E308,-1,0.0,0.0,1,18.01181,5,0.0,SAT,,0.117,
54,54,1,7.940322,0,1.7976931348623157E308,-1,0.0,0.0,1,7.940322,5,0.0,SAT,,0.158,
55,55,1,1.340049,0,1.7976931348623157E308,-1,0.0,0.0,1,1.340049,6,0.0,SAT,,0.098,
56,56,1,112.600091,0,1.7976931348623157E308,-1,0.0,0.0,1,112.600091,6,0.0,SAT,,0.051,
57,57,1,30.718541,0,1.7976931348623157E308,-1,0.0,0.0,1,30.718541,6,0.0,SAT,,0.081,
58,58,1,8.78423,0,1.7976931348623157E308,-1,0.0,0.0,1,8.78423,6,0.0,SAT,,0.085,
59,59,1,24.880489,0,1.7976931348623157E308,-1,0.0,0.0,1,24.880489,6,0.0,SAT,,0.081,
60,60,1,53.660166,0,1.7976931348623157E308,-1,0.0,0.0,1,53.660166,6,0.0,SAT,,0.067,
61,61,1,40.946217,0,1.7976931348623157E308,-1,0.0,0.0,1,40.946217,6,0.0,SAT,,0.171,
62,62,1,11.655759,0,1.7976931348623157E308,-1,0.0,0.0,1,11.655759,6,0.0,SAT,,0.09,
63,63,1,8.124366,0,1.7976931348623157E308,-1,0.0,0.0,1,8.124366,6,0.0,SAT,,0.08,
64,64,1,156.109724,0,1.7976931348623157E308,-1,0.0,0.0,1,156.109724,6,0.0,SAT,,0.035,
65,65,1,57.634806,0,1.7976931348623157E308,-1,0.0,0.0,1,57.634806,6,0.0,SAT,,0.047,
66,66,1,60.475025,0,1.7976931348623157E308,-1,0.0,0.0,1,60.475025,7,0.0,SAT,,0.056,
67,67,1,83.318134,0,1.7976931348623157E308,-1,0.0,0.0,1,83.318134,7,0.0,SAT,,0.052,
68,68,1,51.731534,0,1.7976931348623157E308,-1,0.0,0.0,1,51.731534,7,0.0,SAT,,0.092,
69,69,1,6.451043,0,1.7976931348623157E308,-1,0.0,0.0,1,6.451043,7,0.0,SAT,,0.055,
70,70,1,53.547831,0,1.7976931348623157E308,-1,0.0,0.0,1,53.547831,7,0.0,SAT,,0.034,
71,71,1,80.715137,0,1.7976931348623157E308,-1,0.0,0.0,1,80.715137,7,0.0,SAT,,0.052,
72,72,1,59.837677,0,1.7976931348623157E308,-1,0.0,0.0,1,59.837677,7,0.0,SAT,,0.028,
73,73,1,86.680245,0,1.7976931348623157E308,-1,0.0,0.0,1,86.680245,7,0.0,SAT,,0.034,
74,74,1,53.711665,0,1.7976931348623157E308,-1,0.0,0.0,1,53.711665,7,0.0,SAT,,0.027,
75,75,1,1.44229,0,1.7976931348623157E308,-1,0.0,0.0,1,1.44229,7,0.0,SAT,,0.059,
76,76,1,56.082391,0,1.7976931348623157E308,-1,0.0,0.0,1,56.082391,7,0.0,SAT,,0.061,
77,77,1,10.131966,0,1.7976931348623157E308,-1,0.0,0.0,1,10.131966,8,0.0,SAT,,0.058,
78,78,1,31.812366,0,1.7976931348623157E308,-1,0.0,0.0,1,31.812366,8,0.0,SAT,,0.065,
79,79,1,13.849472,0,1.7976931348623157E308,-1,0.0,0.0,1,13.849472,8,0.0,SAT,,0.04,
80,80,1,8.352219,0,1.7976931348623157E308,-1,0.0,0.0,1,8.352219,8,0.0,SAT,,0.028,
81,81,1,12.178462,0,1.7976931348623157E308,-1,0.0,0.0,1,12.178462,8,0.0,SAT,,0.08,
82,82,1,139.106549,0,1.7976931348623157E308,-1,0.0,0.0,1,139.106549,8,0.0,SAT,,0.062,
83,83,1,73.007026,0,1.7976931348623157E308,-1,0.0,0.0,1,73.007026,8,0.0,SAT,,0.06,
84,84,1,4.279927,0,1.7976931348623157E308,-1,0.0,0.0,1,4.279927,8,0.0,SAT,,0.062,
85,85,1,77.68451,0,1.7976931348623157E308,-1,0.0,0.0,1,77.68451,8,0.0,SAT,,0.103,
86,86,1,76.421751,0,1.7976931348623157E308,-1,0.0,0.0,1,76.421751,8,0.0,SAT,,0.037,
87,87,1,79.624348,0,1.7976931348623157E308,-1,0.0,0.0,1,79.624348,8,0.0,SAT,,0.029,
88,88,1,11.672919,0,1.7976931348623157E308,-1,0.0,0.0,1,11.672919,9,0.0,SAT,,0.077,
89,89,1,24.414025,0,1.7976931348623157E308,-1,0.0,0.0,1,24.414025,9,0.0,SAT,,0.037,
90,90,1,24.468819,0,1.7976931348623157E308,-1,0.0,0.0,1,24.468819,9,0.0,SAT,,0.081,
91,91,1,62.421207,0,1.7976931348623157E308,-1,0.0,0.0,1,62.421207,9,0.0,SAT,,0.028,
92,92,1,0.966978,0,1.7976931348623157E308,-1,0.0,0.0,1,0.966978,9,0.0,SAT,,0.027,
93,93,1,47.690307,0,1.7976931348623157E308,-1,0.0,0.0,1,47.690307,9,0.0,SAT,,0.027,
94,94,1,12.779363,0,1.7976931348623157E308,-1,0.0,0.0,1,12.779363,9,0.0,SAT,,0.053,
95,95,1,21.094695,0,1.7976931348623157E308,-1,0.0,0.0,1,21.094695,9,0.0,SAT,,0.077,
96,96,1,3.455282,0,1.7976931348623157E308,-1,0.0,0.0,1,3.455282,9,0.0,SAT,,0.052,
97,97,1,5.277074,0,1.7976931348623157E308,-1,0.0,0.0,1,5.277074,9,0.0,SAT,,0.027,
98,98,1,10.574572,0,1.7976931348623157E308,-1,0.0,0.0,1,10.574572,9,0.0,SAT,,0.107,
99,99,1,1.214261,0,1.7976931348623157E308,-1,0.0,0.0,1,1.214261,10,0.0,SAT,,0.032,
100,100,1,8.475075,0,1.7976931348623157E308,-1,0.0,0.0,1,8.475075,10,0.0,SAT,,0.08,
