n_trial,elapsed_time,loss,planner,avg_runs,t_avg_run_time,t_avg_plan_time,t_avg_dist,t_avg_path_length,t_avg_success,params
153,1189.7484798431396,1.7705299854278564,BKPIECEkConfigDefault,1,5.856114149093628,1.7705299854278564,1.702897842375241,12.112747677683526,1.0,"{'border_fraction': 0.75, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.8, 'failed_expansion_score_factor': 0.9500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.4, 'type': 'geometric::BKPIECE'}",
154,1201.3125598430634,2.271195888519287,BKPIECEkConfigDefault,1,3.378997802734375,2.271195888519287,1.7028020299065225,6.763246433716708,1.0,"{'border_fraction': 0.5, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.9000000000000001, 'failed_expansion_score_factor': 0.35000000000000003, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9, 'type': 'geometric::BKPIECE'}",
155,1211.5029609203339,2.896188974380493,BKPIECEkConfigDefault,1,3.107182025909424,2.896188974380493,1.7028577531996665,6.8994434504707485,1.0,"{'border_fraction': 0.65, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.6000000000000001, 'failed_expansion_score_factor': 0.45, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 1.0, 'type': 'geometric::BKPIECE'}",
156,1215.1811859607697,3.0,BKPIECEkConfigDefault,1,0.06074094772338867,0.1371760368347168,0.00024239708779917482,0.0002472780128448712,0.0,"{'border_fraction': 0.9500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.4, 'failed_expansion_score_factor': 0.9, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9500000000000001, 'type': 'geometric::BKPIECE'}",
157,1219.3976600170135,3.0,BKPIECEkConfigDefault,1,0.08969902992248535,0.6358060836791992,0.00019191766287662257,0.00019633701475087366,0.0,"{'border_fraction': 0.8, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.9000000000000001, 'failed_expansion_score_factor': 0.8500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.7000000000000001, 'type': 'geometric::BKPIECE'}",
158,1233.8603129386902,2.00142502784729,BKPIECEkConfigDefault,1,3.0537610054016113,2.00142502784729,1.7027451003986291,7.8424690246696125,1.0,"{'border_fraction': 0.7000000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.0, 'failed_expansion_score_factor': 0.9500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8, 'type': 'geometric::BKPIECE'}",
159,1242.201325893402,1.3222110271453857,BKPIECEkConfigDefault,1,2.431234121322632,1.3222110271453857,1.7028218739934835,6.40027368649526,1.0,"{'border_fraction': 0.8, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.2000000000000002, 'failed_expansion_score_factor': 0.55, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8, 'type': 'geometric::BKPIECE'}",
160,1251.1975479125977,1.103334903717041,BKPIECEkConfigDefault,1,2.6488301753997803,1.103334903717041,1.703141608215553,7.51525888975375,1.0,"{'border_fraction': 0.5, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.8, 'failed_expansion_score_factor': 0.25, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.1, 'type': 'geometric::BKPIECE'}",
161,1260.081722021103,0.7285919189453125,BKPIECEkConfigDefault,1,3.401952028274536,0.7285919189453125,1.703010937889606,8.11624187635902,1.0,"{'border_fraction': 0.9, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.2000000000000002, 'failed_expansion_score_factor': 0.15000000000000002, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.45, 'type': 'geometric::BKPIECE'}",
162,1271.0467948913574,0.8508410453796387,BKPIECEkConfigDefault,1,3.6407690048217773,0.8508410453796387,1.70274635252609,8.982430809694616,1.0,"{'border_fraction': 0.5, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.8, 'failed_expansion_score_factor': 0.35000000000000003, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.7000000000000001, 'type': 'geometric::BKPIECE'}",
163,1281.3039948940277,1.6949100494384766,BKPIECEkConfigDefault,1,3.1407740116119385,1.6949100494384766,1.7027464467576692,6.662096644543315,1.0,"{'border_fraction': 0.2, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.0, 'failed_expansion_score_factor': 0.25, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.6000000000000001, 'type': 'geometric::BKPIECE'}",
164,1289.4138638973236,0.8662490844726562,BKPIECEkConfigDefault,1,2.521815061569214,0.8662490844726562,1.7026960946334984,7.219715747748404,1.0,"{'border_fraction': 0.1, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.7000000000000002, 'failed_expansion_score_factor': 0.8500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.2, 'type': 'geometric::BKPIECE'}",
165,1296.7953038215637,0.7900309562683105,BKPIECEkConfigDefault,1,2.7172560691833496,0.7900309562683105,1.7028811088211657,9.493441102693446,1.0,"{'border_fraction': 0.8500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.7000000000000002, 'failed_expansion_score_factor': 0.45, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.7000000000000001, 'type': 'geometric::BKPIECE'}",
166,1300.405560016632,3.0,BKPIECEkConfigDefault,1,0.08992195129394531,0.06783294677734375,0.0002543260790467869,0.00025935967372722865,0.0,"{'border_fraction': 0.2, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.30000000000000004, 'failed_expansion_score_factor': 0.75, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.65, 'type': 'geometric::BKPIECE'}",
167,1309.7167658805847,1.0750150680541992,BKPIECEkConfigDefault,1,2.5595622062683105,1.0750150680541992,1.7030911596411094,8.081145689700058,1.0,"{'border_fraction': 0.8500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 2.0, 'failed_expansion_score_factor': 0.55, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8, 'type': 'geometric::BKPIECE'}",
168,1313.4578080177307,3.0,BKPIECEkConfigDefault,1,0.05873513221740723,0.19579005241394043,0.0002942175687543226,0.00030069128975431615,0.0,"{'border_fraction': 0.9, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.6000000000000001, 'failed_expansion_score_factor': 1.0, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.2, 'type': 'geometric::BKPIECE'}",
169,1322.972030878067,1.509117841720581,BKPIECEkConfigDefault,1,3.0660932064056396,1.509117841720581,1.702648434139782,6.991514575616582,1.0,"{'border_fraction': 0.8, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.6, 'failed_expansion_score_factor': 0.9500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.55, 'type': 'geometric::BKPIECE'}",
170,1332.808406829834,1.0055921077728271,BKPIECEkConfigDefault,1,3.3285531997680664,1.0055921077728271,1.7029134960135155,8.426468286464827,1.0,"{'border_fraction': 0.15000000000000002, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.3, 'failed_expansion_score_factor': 0.30000000000000004, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9, 'type': 'geometric::BKPIECE'}",
171,1342.120651960373,2.069746971130371,BKPIECEkConfigDefault,1,2.6106491088867188,2.069746971130371,1.702811504221554,7.376841189662155,1.0,"{'border_fraction': 0.6000000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.5, 'failed_expansion_score_factor': 0.2, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.2, 'type': 'geometric::BKPIECE'}",
172,1350.7602109909058,0.6345341205596924,BKPIECEkConfigDefault,1,3.2953479290008545,0.6345341205596924,1.7029233498216856,8.340581861221578,1.0,"{'border_fraction': 0.25, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.3, 'failed_expansion_score_factor': 0.2, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.7000000000000001, 'type': 'geometric::BKPIECE'}",
173,1359.3085429668427,1.0833909511566162,BKPIECEkConfigDefault,1,3.2041659355163574,1.0833909511566162,1.7030834207956635,7.963083356192214,1.0,"{'border_fraction': 0.7000000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.6, 'failed_expansion_score_factor': 0.75, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.5, 'type': 'geometric::BKPIECE'}",
174,1368.5023679733276,1.2675797939300537,BKPIECEkConfigDefault,1,2.384770154953003,1.2675797939300537,1.7027543167567523,6.953933348049261,1.0,"{'border_fraction': 0.8500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.5, 'failed_expansion_score_factor': 0.35000000000000003, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.7000000000000001, 'type': 'geometric::BKPIECE'}",
175,1380.3100848197937,1.8631858825683594,BKPIECEkConfigDefault,1,3.2375359535217285,1.8631858825683594,1.702769632043382,8.260481088283523,1.0,"{'border_fraction': 0.55, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.4000000000000001, 'failed_expansion_score_factor': 0.35000000000000003, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.45, 'type': 'geometric::BKPIECE'}",
176,1392.2857398986816,1.306351900100708,BKPIECEkConfigDefault,1,3.4478249549865723,1.306351900100708,1.7027595158680162,8.713699678968952,1.0,"{'border_fraction': 0.4, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.6, 'failed_expansion_score_factor': 0.30000000000000004, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8500000000000001, 'type': 'geometric::BKPIECE'}",
177,1401.4150059223175,1.1493778228759766,BKPIECEkConfigDefault,1,2.703104019165039,1.1493778228759766,1.7028003501892284,7.005576265317345,1.0,"{'border_fraction': 0.8, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.6000000000000001, 'failed_expansion_score_factor': 0.65, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.5, 'type': 'geometric::BKPIECE'}",
178,1411.2528228759766,1.5258498191833496,BKPIECEkConfigDefault,1,3.356800079345703,1.5258498191833496,1.702697777091866,7.715232067164703,1.0,"{'border_fraction': 0.1, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.4000000000000001, 'failed_expansion_score_factor': 0.30000000000000004, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9, 'type': 'geometric::BKPIECE'}",
179,1415.0600039958954,3.0,BKPIECEkConfigDefault,1,0.09624195098876953,0.09663891792297363,0.0003015290612394862,0.0003060276581313578,0.0,"{'border_fraction': 0.25, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.30000000000000004, 'failed_expansion_score_factor': 0.7000000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.2, 'type': 'geometric::BKPIECE'}",
180,1424.5745668411255,2.1951308250427246,BKPIECEkConfigDefault,1,2.6797590255737305,2.1951308250427246,1.702955015802851,6.470677201692036,1.0,"{'border_fraction': 0.25, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.8, 'failed_expansion_score_factor': 0.30000000000000004, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.6000000000000001, 'type': 'geometric::BKPIECE'}",
181,1432.9867849349976,1.0564160346984863,BKPIECEkConfigDefault,1,2.3059167861938477,1.0564160346984863,1.7028848737452456,6.771919346312187,1.0,"{'border_fraction': 0.45, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.2000000000000002, 'failed_expansion_score_factor': 0.2, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.45, 'type': 'geometric::BKPIECE'}",
182,1441.1855118274689,0.7274801731109619,BKPIECEkConfigDefault,1,3.078284978866577,0.7274801731109619,1.7030491445181002,6.86452602425385,1.0,"{'border_fraction': 0.9500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.4000000000000001, 'failed_expansion_score_factor': 0.30000000000000004, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.25, 'type': 'geometric::BKPIECE'}",
183,1444.7618408203125,3.0,BKPIECEkConfigDefault,1,0.0815579891204834,0.04769706726074219,0.0002267567586478252,0.0002313345918850552,0.0,"{'border_fraction': 0.15000000000000002, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.4, 'failed_expansion_score_factor': 0.5, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.15000000000000002, 'type': 'geometric::BKPIECE'}",
184,1456.9887549877167,2.214308977127075,BKPIECEkConfigDefault,1,3.5609710216522217,2.214308977127075,1.7028572314535793,8.607958597259461,1.0,"{'border_fraction': 0.5, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 2.0, 'failed_expansion_score_factor': 0.30000000000000004, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.6000000000000001, 'type': 'geometric::BKPIECE'}",
185,1466.5667178630829,0.9669268131256104,BKPIECEkConfigDefault,1,3.054267168045044,0.9669268131256104,1.7027575013169198,7.106098547981777,1.0,"{'border_fraction': 0.9, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.1, 'failed_expansion_score_factor': 0.6000000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.7000000000000001, 'type': 'geometric::BKPIECE'}",
186,1470.0530488491058,3.0,BKPIECEkConfigDefault,1,0.06303000450134277,0.04665398597717285,0.00027772703999985176,0.0002837546773237944,0.0,"{'border_fraction': 0.75, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.4, 'failed_expansion_score_factor': 0.75, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9, 'type': 'geometric::BKPIECE'}",
187,1478.3715069293976,0.8666000366210938,BKPIECEkConfigDefault,1,2.2302799224853516,0.8666000366210938,1.70299564532751,7.44267642545253,1.0,"{'border_fraction': 0.2, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.8, 'failed_expansion_score_factor': 0.15000000000000002, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 1.0, 'type': 'geometric::BKPIECE'}",
188,1493.6917669773102,2.537208080291748,BKPIECEkConfigDefault,1,4.714615106582642,2.537208080291748,1.7029976542658065,10.607683829048783,1.0,"{'border_fraction': 0.45, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.4, 'failed_expansion_score_factor': 0.4, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9, 'type': 'geometric::BKPIECE'}",
189,1503.714514017105,0.8028850555419922,BKPIECEkConfigDefault,1,2.908475160598755,0.8028850555419922,1.7027507384879514,6.614445027317174,1.0,"{'border_fraction': 0.1, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.2000000000000002, 'failed_expansion_score_factor': 0.2, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.35000000000000003, 'type': 'geometric::BKPIECE'}",
190,1514.2532768249512,2.387610912322998,BKPIECEkConfigDefault,1,2.829901933670044,2.387610912322998,1.7030348827849329,9.125277784068212,1.0,"{'border_fraction': 0.4, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.8, 'failed_expansion_score_factor': 0.55, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 1.0, 'type': 'geometric::BKPIECE'}",
191,1524.9080529212952,2.044830799102783,BKPIECEkConfigDefault,1,2.9039430618286133,2.044830799102783,1.7026655954734056,7.320476629963941,1.0,"{'border_fraction': 0.9500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.4000000000000001, 'failed_expansion_score_factor': 0.1, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9500000000000001, 'type': 'geometric::BKPIECE'}",
192,1535.4862668514252,1.9393091201782227,BKPIECEkConfigDefault,1,3.4180080890655518,1.9393091201782227,1.7027430941609143,6.821102743503795,1.0,"{'border_fraction': 0.2, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.4, 'failed_expansion_score_factor': 0.8500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.35000000000000003, 'type': 'geometric::BKPIECE'}",
193,1546.476066827774,1.805185079574585,BKPIECEkConfigDefault,1,2.8385870456695557,1.805185079574585,1.702808109628113,7.091155776846659,1.0,"{'border_fraction': 0.1, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.4000000000000001, 'failed_expansion_score_factor': 0.65, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.65, 'type': 'geometric::BKPIECE'}",
194,1558.7680668830872,2.255354881286621,BKPIECEkConfigDefault,1,3.7233431339263916,2.255354881286621,1.7030851346397755,9.31145296189026,1.0,"{'border_fraction': 0.45, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.6000000000000001, 'failed_expansion_score_factor': 0.8500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.1, 'type': 'geometric::BKPIECE'}",
195,1560.491022825241,3.0,BKPIECEkConfigDefault,1,0.09156298637390137,0.1609480381011963,0.0004048599695312429,0.0004103736323308564,0.0,"{'border_fraction': 0.55, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.0, 'failed_expansion_score_factor': 0.35000000000000003, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9500000000000001, 'type': 'geometric::BKPIECE'}",
196,1568.7171578407288,3.0,BKPIECEkConfigDefault,1,0.0032689571380615234,3.007086992263794,0.0,0.0,0.0,"{'border_fraction': 0.4, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.6000000000000001, 'failed_expansion_score_factor': 0.9500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8500000000000001, 'type': 'geometric::BKPIECE'}",
197,1574.9876308441162,1.1994600296020508,BKPIECEkConfigDefault,1,4.097040891647339,1.1994600296020508,1.7029230316534576,9.023274509366233,1.0,"{'border_fraction': 0.8500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.9, 'failed_expansion_score_factor': 0.8500000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.75, 'type': 'geometric::BKPIECE'}",
198,1585.981880903244,0.9763040542602539,BKPIECEkConfigDefault,1,2.3736019134521484,0.9763040542602539,1.703099307278216,6.7938482989255125,1.0,"{'border_fraction': 0.6000000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.6000000000000001, 'failed_expansion_score_factor': 0.65, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.65, 'type': 'geometric::BKPIECE'}",
199,1595.4854249954224,0.9195690155029297,BKPIECEkConfigDefault,1,2.397707939147949,0.9195690155029297,1.7030123763386105,7.13581283696159,1.0,"{'border_fraction': 0.15000000000000002, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.8, 'failed_expansion_score_factor': 0.5, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.55, 'type': 'geometric::BKPIECE'}",
200,1604.562558889389,1.2759690284729004,BKPIECEkConfigDefault,1,2.5138020515441895,1.2759690284729004,1.7029651408338768,7.07825796471768,1.0,"{'border_fraction': 0.75, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.0, 'failed_expansion_score_factor': 0.45, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8500000000000001, 'type': 'geometric::BKPIECE'}",
201,1614.3265709877014,0.6337339878082275,BKPIECEkConfigDefault,1,3.861187219619751,0.6337339878082275,1.703021208364798,8.354279003009852,1.0,"{'border_fraction': 0.15000000000000002, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.8, 'failed_expansion_score_factor': 0.8, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.55, 'type': 'geometric::BKPIECE'}",
202,1624.6246478557587,1.6071710586547852,BKPIECEkConfigDefault,1,3.216994047164917,1.6071710586547852,1.7027279444763104,7.627614346266472,1.0,"{'border_fraction': 0.8, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.7000000000000002, 'failed_expansion_score_factor': 0.15000000000000002, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8, 'type': 'geometric::BKPIECE'}",
203,1627.514732837677,3.0,BKPIECEkConfigDefault,1,0.09406089782714844,0.16170597076416016,0.0002589246095793914,0.000265001045111956,0.0,"{'border_fraction': 0.8500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.7000000000000001, 'failed_expansion_score_factor': 0.75, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.4, 'type': 'geometric::BKPIECE'}",
204,1631.115422964096,3.0,BKPIECEkConfigDefault,1,0.06560897827148438,0.03782200813293457,0.00015870943384630202,0.00016456644701025525,0.0,"{'border_fraction': 0.45, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.2, 'failed_expansion_score_factor': 0.55, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.4, 'type': 'geometric::BKPIECE'}",
205,1641.008006811142,0.8966159820556641,BKPIECEkConfigDefault,1,3.721436023712158,0.8966159820556641,1.7030248085571087,9.351141878547773,1.0,"{'border_fraction': 0.55, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.9, 'failed_expansion_score_factor': 0.45, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.75, 'type': 'geometric::BKPIECE'}",
206,1649.9032788276672,0.8272080421447754,BKPIECEkConfigDefault,1,3.178157091140747,0.8272080421447754,1.7029127912921902,7.650322567255831,1.0,"{'border_fraction': 0.8500000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.9, 'failed_expansion_score_factor': 0.45, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.15000000000000002, 'type': 'geometric::BKPIECE'}",
207,1658.6759548187256,1.707015037536621,BKPIECEkConfigDefault,1,2.5868029594421387,1.707015037536621,1.7028682907150532,6.836742686978867,1.0,"{'border_fraction': 0.15000000000000002, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.7000000000000001, 'failed_expansion_score_factor': 0.8, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.8, 'type': 'geometric::BKPIECE'}",
208,1662.081797838211,3.0,BKPIECEkConfigDefault,1,0.06308889389038086,0.028252840042114258,0.0003953696492911316,0.00040098723891311537,0.0,"{'border_fraction': 0.25, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.1, 'failed_expansion_score_factor': 0.75, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.5, 'type': 'geometric::BKPIECE'}",
209,1670.3922038078308,1.030487060546875,BKPIECEkConfigDefault,1,2.5314888954162598,1.030487060546875,1.7030105586658209,6.553383166072965,1.0,"{'border_fraction': 0.55, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.2000000000000002, 'failed_expansion_score_factor': 0.7000000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.25, 'type': 'geometric::BKPIECE'}",
210,1673.9238560199738,3.0,BKPIECEkConfigDefault,1,0.0559229850769043,0.04164600372314453,0.0002863408891741872,0.0002916513924146474,0.0,"{'border_fraction': 0.30000000000000004, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.1, 'failed_expansion_score_factor': 0.65, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.15000000000000002, 'type': 'geometric::BKPIECE'}",
211,1683.1926679611206,1.765315055847168,BKPIECEkConfigDefault,1,3.219542980194092,1.765315055847168,1.7029238384670533,9.014225296447885,1.0,"{'border_fraction': 0.65, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 1.0, 'failed_expansion_score_factor': 0.45, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.75, 'type': 'geometric::BKPIECE'}",
212,1692.169399023056,1.4846088886260986,BKPIECEkConfigDefault,1,2.994158983230591,1.4846088886260986,1.7029602546885805,6.402234621155508,1.0,"{'border_fraction': 0.55, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.8, 'failed_expansion_score_factor': 0.5, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.9500000000000001, 'type': 'geometric::BKPIECE'}",
213,1700.9923958778381,0.6763770580291748,BKPIECEkConfigDefault,1,3.536620855331421,0.6763770580291748,1.7027169851124417,9.048000939396989,1.0,"{'border_fraction': 0.7000000000000001, 'projection_evaluator': 'joints(crane_plus_shoulder_revolute_joint, crane_plus_wrist_joint)', 'range': 0.8, 'failed_expansion_score_factor': 0.7000000000000001, 'longest_valid_segment_fraction': 0.005, 'min_valid_path_fraction': 0.6000000000000001, 'type': 'geometric::BKPIECE'}",
